ID,item_cnt_month
0,1.8680554919762529
1,0.0
2,1.208251627314959
3,0.7166405498426147
4,0.0
5,0.0
6,0.2356644811667008
7,0.0
8,0.0
9,0.0
10,5.596894637061883
11,0.0
12,0.3631946800529352
13,2.4336870863261035
14,0.05040764285916444
15,0.0
16,0.0
17,0.1174752499382169
18,4.471040841647148
19,0.241236528135439
20,0.0
21,0.0
22,2.715923432497495
23,2.6424198759812327
24,3.2370801500019883
25,0.0
26,0.0
27,4.257283889886795
28,0.0
29,7.061381167419705
30,2.6292907314598866
31,0.0
32,2.513957196440197
33,4.2981922210257935
34,0.0
35,0.0
36,0.11881137433970784
37,1.4900523341203453
38,0.0
39,0.0
40,0.0
41,0.0
42,5.014650161750008
43,13.660494881428688
44,0.12316155988196076
45,0.0
46,3.086290754039066
47,0.7519320060617047
48,1.0917315903327793
49,1.8614694478741411
50,6.442715272933942
51,0.0
52,0.07201951374272642
53,0.7210773686218165
54,20.0
55,0.0
56,5.648186157168283
57,7.753112527313041
58,0.22356204843411231
59,0.0
60,2.892200431134958
61,0.9294493953499152
62,0.49530585199770594
63,0.0947131970827309
64,0.0
65,0.0
66,0.0
67,0.0
68,0.12316155988196076
69,0.0
70,0.0
71,2.90026871962335
72,0.6086476002782176
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,2.301265987355638
79,0.0
80,2.8945964278477634
81,13.275687281074001
82,3.9497225361681494
83,1.3628480911472545
84,0.017707920253264953
85,0.0
86,6.038550435469188
87,0.0
88,20.0
89,11.550179516470465
90,3.7714667444934467
91,0.5344210482691257
92,6.41462258433543
93,0.7166405498426147
94,0.0
95,0.0
96,0.0
97,0.29874992020695995
98,1.2745071966764516
99,0.11387295594901592
100,0.0
101,1.1258829661076817
102,1.9903598828101663
103,0.5344210482691257
104,0.0
105,0.0
106,0.0
107,9.690533670775283
108,0.3083048084214833
109,0.0
110,1.42419859175397
111,0.0
112,0.0
113,0.0
114,2.906529927698153
115,0.5759740776336746
116,0.0
117,0.27928474393230057
118,20.0
119,0.0
120,0.07975891065693588
121,0.06917293881837505
122,0.03461921773837312
123,2.099924499106608
124,3.0653046178751957
125,3.290523732316359
126,0.0
127,0.0
128,0.0
129,0.0
130,0.5344210482691257
131,0.0
132,0.5344210482691257
133,4.674654473139017
134,0.0
135,0.5344210482691257
136,0.0
137,0.0
138,2.7515973504416094
139,0.0
140,2.351502816472917
141,2.0817838870932155
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,9.406349815847465
153,0.41990105486228774
154,0.0
155,0.2242576777363452
156,0.31072561144372035
157,0.0
158,0.9020937969596453
159,0.505416596300038
160,0.0
161,0.0
162,0.0
163,0.4173140879988536
164,2.0438964035919813
165,0.0
166,0.9759376863292819
167,0.0
168,0.0
169,0.9469414821735218
170,0.0
171,3.8869136445537027
172,0.13123016152910238
173,3.469234145566805
174,3.582761676336596
175,9.598198777700967
176,2.1675716033079384
177,0.0
178,1.7841060778789852
179,0.0
180,1.7173448839462375
181,0.6772774537511207
182,0.0
183,0.0
184,0.0
185,0.0
186,0.004360158718045085
187,0.08712369972870398
188,0.0
189,0.0
190,0.0
191,4.1265841812761845
192,0.0
193,0.072318144734137
194,0.0
195,0.7126321766381419
196,0.5344210482691257
197,2.5798371165734606
198,2.3649445581710697
199,0.0
200,0.0
201,0.0
202,0.0
203,2.1713941276451676
204,0.0782186522734441
205,0.0
206,0.0
207,0.0
208,2.547780721553691
209,1.5189624777007473
210,0.6385649193397309
211,0.3788353364585157
212,0.0
213,0.5344210482691257
214,0.25923866574252197
215,3.2874323425411562
216,1.6083414269995082
217,0.0
218,0.0
219,0.0
220,1.553559584028344
221,0.0
222,0.0
223,0.4178839827401898
224,5.20147798958474
225,2.005302303495471
226,0.9477321546219899
227,0.0
228,1.4903219692546597
229,0.0
230,0.0
231,0.8702664127072919
232,0.0
233,0.11311648500043286
234,0.0
235,0.7623312269744266
236,0.5790655836456412
237,0.0
238,0.5344210482691257
239,0.0
240,1.6452868740631292
241,0.06690046603540983
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,3.3999904076234673
248,5.551666530536315
249,0.6055129515436607
250,1.8995643855197266
251,0.7021383238580708
252,2.234311223549514
253,6.841523187278936
254,4.777868011128789
255,9.406349815847465
256,0.0
257,0.8456072365133864
258,1.8085181137678947
259,0.0
260,0.0
261,0.0
262,1.0981524247352534
263,0.0
264,0.0
265,2.0412817941576877
266,0.0
267,0.0
268,0.0
269,0.1005881055169621
270,5.858609675318135
271,0.0823835519394791
272,0.9055829572803886
273,1.1258829661076817
274,9.305897876536694
275,0.0
276,0.5344210482691257
277,5.718140155068545
278,1.4925794141740776
279,1.5505148723710154
280,0.6957174894555969
281,0.0
282,0.0
283,3.1371955935815885
284,0.6957174894555969
285,0.0
286,0.0
287,2.793443471215645
288,0.0
289,0.5344210482691257
290,0.0
291,0.0
292,2.598226219441261
293,0.0
294,0.8291434711273546
295,0.8712649920297764
296,0.7559103925719526
297,0.0
298,0.0
299,0.0
300,0.0
301,1.6676396892762442
302,1.0148726480038532
303,2.3380404699206387
304,0.0
305,0.0
306,0.16172964164336667
307,0.4287956825415289
308,0.9238348587861469
309,0.0
310,0.0
311,0.5712871722934291
312,1.1010944224642243
313,1.5505148723710154
314,0.0
315,0.5344210482691257
316,0.20563349860310376
317,3.491730637461905
318,0.0
319,1.0674543336061253
320,0.0
321,0.0
322,4.838112088935871
323,0.0
324,1.599861965911765
325,1.704116568558353
326,0.44477473200845186
327,0.0
328,0.0
329,1.4748334138799366
330,0.0
331,0.0
332,0.7153044254411238
333,0.0
334,0.5324039761470277
335,0.24474689599045307
336,0.0
337,3.4722497334104006
338,0.9368559835487822
339,0.1022384994949429
340,0.4023582752184998
341,0.1466727337878379
342,0.0
343,3.7592490836729278
344,0.18409457546639194
345,0.0
346,9.304450243424348
347,6.61540112415193
348,0.0
349,0.6428942430305
350,0.0
351,0.2594316034653645
352,0.0
353,0.0
354,0.0
355,0.0
356,0.5344210482691257
357,0.8291434711273546
358,1.5112706451871947
359,0.5344210482691257
360,0.7166405498426147
361,4.22277135713289
362,1.1258829661076817
363,0.5324039761470277
364,0.0
365,0.2167584929017809
366,0.0
367,0.0
368,0.0
369,1.0529521076215815
370,0.0
371,0.5344210482691257
372,1.1258829661076817
373,0.0
374,6.063245907806941
375,0.7358394780787811
376,0.0
377,0.0
378,0.4684888055800295
379,0.0
380,3.489713565339807
381,0.2167584929017809
382,0.23768155328879875
